|dates|Volusia_Florida_UnitedStates.JHU_ConfirmedCases.data|Volusia_Florida_UnitedStates.JHU_ConfirmedCases.missing|Volusia_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Volusia_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Volusia_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Volusia_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|663.0|0|37.0|0|0.0|0
0|2020-05-25|673.0|0|37.0|0|0.0|0
0|2020-05-26|673.0|0|37.0|0|0.0|0
