|dates|Tangipahoa_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Tangipahoa_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Tangipahoa_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Tangipahoa_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Tangipahoa_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Tangipahoa_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|826.0|0|34.0|0|0.0|0
0|2020-05-28|826.0|0|34.0|0|0.0|0
0|2020-05-29|826.0|0|34.0|0|0.0|0
0|2020-05-30|826.0|0|34.0|0|0.0|0
