|dates|Lafourche_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Lafourche_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Lafourche_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Lafourche_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Lafourche_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Lafourche_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|766.0|0|68.0|0|0.0|0
0|2020-05-25|775.0|0|70.0|0|0.0|0
0|2020-05-26|775.0|0|70.0|0|0.0|0
