|dates|Floyd_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Floyd_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Floyd_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Floyd_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Floyd_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Floyd_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|16.0|0|0.0|0|0.0|0
0|2020-05-28|16.0|0|0.0|0|0.0|0
0|2020-05-29|16.0|0|0.0|0|0.0|0
0|2020-05-30|16.0|0|0.0|0|0.0|0
