|dates|Fisher_Texas_UnitedStates.JHU_ConfirmedCases.data|Fisher_Texas_UnitedStates.JHU_ConfirmedCases.missing|Fisher_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Fisher_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Fisher_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Fisher_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|33912.0|0|925.0|0|0.0|0
0|2020-05-15|33912.0|0|925.0|0|0.0|0
0|2020-05-16|33912.0|0|925.0|0|0.0|0
