|dates|Montgomery_Virginia_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|69.0|0|1.0|0|0.0|0
0|2020-05-25|69.0|0|1.0|0|0.0|0
0|2020-05-26|69.0|0|1.0|0|0.0|0
