|dates|FranklinCity_Virginia_UnitedStates.JHU_ConfirmedCases.data|FranklinCity_Virginia_UnitedStates.JHU_ConfirmedCases.missing|FranklinCity_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|FranklinCity_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|FranklinCity_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|FranklinCity_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|38.0|0|1.0|0|0.0|0
0|2020-05-25|39.0|0|1.0|0|0.0|0
0|2020-05-26|39.0|0|1.0|0|0.0|0
