|dates|Loudon_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Loudon_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Loudon_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Loudon_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Loudon_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Loudon_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|46.0|0|0.0|0|0.0|0
0|2020-05-15|48.0|0|0.0|0|0.0|0
0|2020-05-16|48.0|0|0.0|0|0.0|0
