|dates|Crawford_Indiana_UnitedStates.JHU_ConfirmedCases.data|Crawford_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Crawford_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Crawford_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Crawford_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Crawford_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|23.0|0|0.0|0|0.0|0
0|2020-05-28|23.0|0|0.0|0|0.0|0
0|2020-05-29|23.0|0|0.0|0|0.0|0
0|2020-05-30|23.0|0|0.0|0|0.0|0
