|dates|Stanton_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Stanton_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Stanton_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Stanton_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Stanton_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Stanton_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|8.0|0|0.0|0|0.0|0
0|2020-05-15|15.0|0|0.0|0|0.0|0
0|2020-05-16|15.0|0|0.0|0|0.0|0
