|dates|Camden_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Camden_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Camden_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Camden_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Camden_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Camden_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|5172.0|0|256.0|0|0.0|0
0|2020-05-15|5255.0|0|262.0|0|0.0|0
0|2020-05-16|5255.0|0|262.0|0|0.0|0
