|dates|Jackson_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Jackson_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|70.0|0|8.0|0|0.0|0
0|2020-05-15|69.0|0|8.0|0|0.0|0
0|2020-05-16|69.0|0|8.0|0|0.0|0
