|dates|Taylor_Georgia_UnitedStates.JHU_ConfirmedCases.data|Taylor_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Taylor_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Taylor_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Taylor_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Taylor_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|21.0|0|2.0|0|0.0|0
0|2020-05-28|21.0|0|2.0|0|0.0|0
0|2020-05-29|21.0|0|2.0|0|0.0|0
0|2020-05-30|21.0|0|2.0|0|0.0|0
