|dates|Fleming_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Fleming_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Fleming_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Fleming_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Fleming_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Fleming_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|2.0|0|0.0|0|0.0|0
0|2020-05-25|2.0|0|0.0|0|0.0|0
0|2020-05-26|2.0|0|0.0|0|0.0|0
