|dates|Minnehaha_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Minnehaha_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Minnehaha_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Minnehaha_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Minnehaha_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Minnehaha_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|3135.0|0|39.0|0|0.0|0
0|2020-05-18|3150.0|0|39.0|0|0.0|0
0|2020-05-19|3165.0|0|40.0|0|0.0|0
0|2020-05-20|3182.0|0|40.0|0|0.0|0
0|2020-05-21|3182.0|0|41.0|0|0.0|0
0|2020-05-22|3211.0|0|43.0|0|0.0|0
0|2020-05-23|3211.0|0|43.0|0|0.0|0
