|dates|Norfolk_Virginia_UnitedStates.JHU_ConfirmedCases.data|Norfolk_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Norfolk_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Norfolk_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Norfolk_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Norfolk_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|338.0|0|5.0|0|0.0|0
0|2020-05-15|349.0|0|5.0|0|0.0|0
0|2020-05-16|349.0|0|5.0|0|0.0|0
