|dates|Stearns_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Stearns_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Stearns_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Stearns_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Stearns_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Stearns_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1713.0|0|10.0|0|0.0|0
0|2020-05-18|1740.0|0|10.0|0|0.0|0
0|2020-05-19|1782.0|0|10.0|0|0.0|0
0|2020-05-20|1831.0|0|11.0|0|0.0|0
0|2020-05-21|1853.0|0|11.0|0|0.0|0
0|2020-05-22|1881.0|0|12.0|0|0.0|0
0|2020-05-23|1881.0|0|12.0|0|0.0|0
