|dates|Columbia_Florida_UnitedStates.JHU_ConfirmedCases.data|Columbia_Florida_UnitedStates.JHU_ConfirmedCases.missing|Columbia_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Columbia_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Columbia_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Columbia_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|130.0|0|2.0|0|0.0|0
0|2020-05-25|131.0|0|2.0|0|0.0|0
0|2020-05-26|131.0|0|2.0|0|0.0|0
