|dates|Washington_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Washington_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Washington_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|26.0|0|1.0|0|0.0|0
0|2020-05-25|26.0|0|1.0|0|0.0|0
0|2020-05-26|26.0|0|1.0|0|0.0|0
