|dates|Jefferson_Indiana_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|35.0|0|1.0|0|0.0|0
0|2020-05-15|35.0|0|1.0|0|0.0|0
0|2020-05-16|35.0|0|1.0|0|0.0|0
