|dates|White_Tennessee_UnitedStates.JHU_ConfirmedCases.data|White_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|White_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|White_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|White_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|White_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|18.0|0|0.0|0|0.0|0
0|2020-05-18|19.0|0|0.0|0|0.0|0
0|2020-05-19|21.0|0|0.0|0|0.0|0
0|2020-05-20|21.0|0|0.0|0|0.0|0
0|2020-05-21|22.0|0|0.0|0|0.0|0
0|2020-05-22|22.0|0|0.0|0|0.0|0
0|2020-05-23|22.0|0|0.0|0|0.0|0
