|dates|Glacier_Montana_UnitedStates.JHU_ConfirmedCases.data|Glacier_Montana_UnitedStates.JHU_ConfirmedCases.missing|Glacier_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Glacier_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Glacier_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Glacier_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|6.0|0|0.0|0|0.0|0
0|2020-05-25|6.0|0|0.0|0|0.0|0
0|2020-05-26|6.0|0|0.0|0|0.0|0
