|dates|Kershaw_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Kershaw_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Kershaw_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Kershaw_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Kershaw_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Kershaw_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|265.0|0|12.0|0|0.0|0
0|2020-05-18|270.0|0|12.0|0|0.0|0
0|2020-05-19|272.0|0|12.0|0|0.0|0
0|2020-05-20|275.0|0|12.0|0|0.0|0
0|2020-05-21|281.0|0|13.0|0|0.0|0
0|2020-05-22|289.0|0|13.0|0|0.0|0
0|2020-05-23|289.0|0|13.0|0|0.0|0
