|dates|St.Martin_Louisiana_UnitedStates.JHU_ConfirmedCases.data|St.Martin_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|St.Martin_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|St.Martin_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|St.Martin_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|St.Martin_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|292.0|0|22.0|0|0.0|0
0|2020-05-28|292.0|0|22.0|0|0.0|0
0|2020-05-29|292.0|0|22.0|0|0.0|0
0|2020-05-30|292.0|0|22.0|0|0.0|0
