|dates|Knox_Maine_UnitedStates.JHU_ConfirmedCases.data|Knox_Maine_UnitedStates.JHU_ConfirmedCases.missing|Knox_Maine_UnitedStates.JHU_ConfirmedDeaths.data|Knox_Maine_UnitedStates.JHU_ConfirmedDeaths.missing|Knox_Maine_UnitedStates.JHU_ConfirmedRecoveries.data|Knox_Maine_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|20.0|0|0.0|0|0.0|0
0|2020-05-28|20.0|0|0.0|0|0.0|0
0|2020-05-29|20.0|0|0.0|0|0.0|0
0|2020-05-30|20.0|0|0.0|0|0.0|0
