|dates|Love_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Love_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Love_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Love_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Love_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Love_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|3.0|0|0.0|0|0.0|0
0|2020-05-18|4.0|0|0.0|0|0.0|0
0|2020-05-19|4.0|0|0.0|0|0.0|0
0|2020-05-20|4.0|0|0.0|0|0.0|0
0|2020-05-21|4.0|0|0.0|0|0.0|0
0|2020-05-22|6.0|0|0.0|0|0.0|0
0|2020-05-23|6.0|0|0.0|0|0.0|0
