|dates|Wicomico_Maryland_UnitedStates.JHU_ConfirmedCases.data|Wicomico_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Wicomico_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Wicomico_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Wicomico_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Wicomico_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|818.0|0|21.0|0|0.0|0
0|2020-05-18|837.0|0|21.0|0|0.0|0
0|2020-05-19|839.0|0|21.0|0|0.0|0
0|2020-05-20|848.0|0|21.0|0|0.0|0
0|2020-05-21|844.0|0|22.0|0|0.0|0
0|2020-05-22|854.0|0|22.0|0|0.0|0
0|2020-05-23|854.0|0|22.0|0|0.0|0
