|dates|Richmond_Virginia_UnitedStates.JHU_ConfirmedCases.data|Richmond_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Richmond_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Richmond_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Richmond_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Richmond_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|275.0|0|4.0|0|0.0|0
0|2020-05-25|275.0|0|4.0|0|0.0|0
0|2020-05-26|275.0|0|4.0|0|0.0|0
