|dates|Ransom_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Ransom_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Ransom_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Ransom_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Ransom_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Ransom_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|8.0|0|0.0|0|0.0|0
0|2020-05-28|8.0|0|0.0|0|0.0|0
0|2020-05-29|8.0|0|0.0|0|0.0|0
0|2020-05-30|8.0|0|0.0|0|0.0|0
