|dates|Parke_Indiana_UnitedStates.JHU_ConfirmedCases.data|Parke_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Parke_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Parke_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Parke_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Parke_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|16.0|0|0.0|0|0.0|0
0|2020-05-15|17.0|0|0.0|0|0.0|0
0|2020-05-16|17.0|0|0.0|0|0.0|0
