|dates|Lee_Iowa_UnitedStates.JHU_ConfirmedCases.data|Lee_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Lee_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Lee_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Lee_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Lee_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|18.0|0|0.0|0|0.0|0
0|2020-05-15|18.0|0|0.0|0|0.0|0
0|2020-05-16|18.0|0|0.0|0|0.0|0
