|dates|DeKalb_Tennessee_UnitedStates.JHU_ConfirmedCases.data|DeKalb_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|DeKalb_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|DeKalb_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|DeKalb_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|DeKalb_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|33.0|0|0.0|0|0.0|0
0|2020-05-25|34.0|0|0.0|0|0.0|0
0|2020-05-26|34.0|0|0.0|0|0.0|0
