|dates|Brown_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Brown_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Brown_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Brown_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Brown_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Brown_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|2096.0|0|22.0|0|0.0|0
0|2020-05-18|2102.0|0|23.0|0|0.0|0
0|2020-05-19|2118.0|0|26.0|0|0.0|0
0|2020-05-20|2135.0|0|29.0|0|0.0|0
0|2020-05-21|2177.0|0|29.0|0|0.0|0
0|2020-05-22|2204.0|0|31.0|0|0.0|0
0|2020-05-23|2204.0|0|31.0|0|0.0|0
