|dates|Greene_Virginia_UnitedStates.JHU_ConfirmedCases.data|Greene_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Greene_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Greene_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Greene_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Greene_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|19.0|0|1.0|0|0.0|0
0|2020-05-18|19.0|0|1.0|0|0.0|0
0|2020-05-19|19.0|0|1.0|0|0.0|0
0|2020-05-20|20.0|0|1.0|0|0.0|0
0|2020-05-21|20.0|0|1.0|0|0.0|0
0|2020-05-22|21.0|0|1.0|0|0.0|0
0|2020-05-23|21.0|0|1.0|0|0.0|0
