|dates|Pasco_Florida_UnitedStates.JHU_ConfirmedCases.data|Pasco_Florida_UnitedStates.JHU_ConfirmedCases.missing|Pasco_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Pasco_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Pasco_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Pasco_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|308.0|0|9.0|0|0.0|0
0|2020-05-15|313.0|0|9.0|0|0.0|0
0|2020-05-16|313.0|0|9.0|0|0.0|0
