|dates|Logan_Colorado_UnitedStates.JHU_ConfirmedCases.data|Logan_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Logan_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Logan_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Logan_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Logan_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|483.0|0|3.0|0|0.0|0
0|2020-05-15|483.0|0|3.0|0|0.0|0
0|2020-05-16|483.0|0|3.0|0|0.0|0
