|dates|Crawford_Ohio_UnitedStates.JHU_ConfirmedCases.data|Crawford_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Crawford_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Crawford_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Crawford_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Crawford_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|110.0|0|3.0|0|0.0|0
0|2020-05-28|110.0|0|3.0|0|0.0|0
0|2020-05-29|110.0|0|3.0|0|0.0|0
0|2020-05-30|110.0|0|3.0|0|0.0|0
