|dates|Clark_Indiana_UnitedStates.JHU_ConfirmedCases.data|Clark_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Clark_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Clark_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Clark_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Clark_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|471.0|0|41.0|0|0.0|0
0|2020-05-28|471.0|0|41.0|0|0.0|0
0|2020-05-29|471.0|0|41.0|0|0.0|0
0|2020-05-30|471.0|0|41.0|0|0.0|0
