|dates|Morgan_Indiana_UnitedStates.JHU_ConfirmedCases.data|Morgan_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Morgan_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Morgan_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Morgan_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Morgan_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|270.0|0|24.0|0|0.0|0
0|2020-05-28|270.0|0|24.0|0|0.0|0
0|2020-05-29|270.0|0|24.0|0|0.0|0
0|2020-05-30|270.0|0|24.0|0|0.0|0
