|dates|Murray_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Murray_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Murray_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Murray_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Murray_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Murray_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|2.0|0|0.0|0|0.0|0
0|2020-05-25|2.0|0|0.0|0|0.0|0
0|2020-05-26|2.0|0|0.0|0|0.0|0
