|dates|Jasper_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Jasper_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Jasper_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Jasper_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Jasper_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Jasper_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|139.0|0|3.0|0|0.0|0
0|2020-05-25|145.0|0|3.0|0|0.0|0
0|2020-05-26|145.0|0|3.0|0|0.0|0
