|dates|Marshall_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Marshall_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Marshall_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Marshall_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Marshall_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Marshall_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|69.0|0|3.0|0|0.0|0
0|2020-05-25|71.0|0|3.0|0|0.0|0
0|2020-05-26|71.0|0|3.0|0|0.0|0
