|dates|St.Lawrence_NewYork_UnitedStates.JHU_ConfirmedCases.data|St.Lawrence_NewYork_UnitedStates.JHU_ConfirmedCases.missing|St.Lawrence_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|St.Lawrence_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|St.Lawrence_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|St.Lawrence_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|192.0|0|2.0|0|0.0|0
0|2020-05-18|192.0|0|2.0|0|0.0|0
0|2020-05-19|192.0|0|2.0|0|0.0|0
0|2020-05-20|195.0|0|2.0|0|0.0|0
0|2020-05-21|195.0|0|2.0|0|0.0|0
0|2020-05-22|195.0|0|2.0|0|0.0|0
0|2020-05-23|195.0|0|2.0|0|0.0|0
