|dates|Columbia_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Columbia_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Columbia_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Columbia_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Columbia_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Columbia_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|344.0|0|30.0|0|0.0|0
0|2020-05-25|343.0|0|31.0|0|0.0|0
0|2020-05-26|343.0|0|31.0|0|0.0|0
