|dates|JeffDavis_Georgia_UnitedStates.JHU_ConfirmedCases.data|JeffDavis_Georgia_UnitedStates.JHU_ConfirmedCases.missing|JeffDavis_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|JeffDavis_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|JeffDavis_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|JeffDavis_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|24.0|0|1.0|0|0.0|0
0|2020-05-18|25.0|0|1.0|0|0.0|0
0|2020-05-19|26.0|0|1.0|0|0.0|0
0|2020-05-20|26.0|0|1.0|0|0.0|0
0|2020-05-21|29.0|0|1.0|0|0.0|0
0|2020-05-22|31.0|0|1.0|0|0.0|0
0|2020-05-23|31.0|0|1.0|0|0.0|0
