|dates|Rush_Indiana_UnitedStates.JHU_ConfirmedCases.data|Rush_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Rush_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Rush_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Rush_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Rush_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|45.0|0|2.0|0|0.0|0
0|2020-05-28|45.0|0|2.0|0|0.0|0
0|2020-05-29|45.0|0|2.0|0|0.0|0
0|2020-05-30|45.0|0|2.0|0|0.0|0
