|dates|Assumption_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Assumption_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Assumption_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Assumption_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Assumption_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Assumption_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|245.0|0|12.0|0|0.0|0
0|2020-05-28|245.0|0|12.0|0|0.0|0
0|2020-05-29|245.0|0|12.0|0|0.0|0
0|2020-05-30|245.0|0|12.0|0|0.0|0
