|dates|Lyon_Iowa_UnitedStates.JHU_ConfirmedCases.data|Lyon_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Lyon_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Lyon_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Lyon_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Lyon_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|16.0|0|0.0|0|0.0|0
0|2020-05-15|16.0|0|0.0|0|0.0|0
0|2020-05-16|16.0|0|0.0|0|0.0|0
