|dates|Escambia_Florida_UnitedStates.JHU_ConfirmedCases.data|Escambia_Florida_UnitedStates.JHU_ConfirmedCases.missing|Escambia_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Escambia_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Escambia_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Escambia_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|689.0|0|20.0|0|0.0|0
0|2020-05-18|707.0|0|20.0|0|0.0|0
0|2020-05-19|719.0|0|21.0|0|0.0|0
0|2020-05-20|723.0|0|21.0|0|0.0|0
0|2020-05-21|734.0|0|24.0|0|0.0|0
0|2020-05-22|740.0|0|25.0|0|0.0|0
0|2020-05-23|740.0|0|25.0|0|0.0|0
