|dates|Clermont_Ohio_UnitedStates.JHU_ConfirmedCases.data|Clermont_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Clermont_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Clermont_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Clermont_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Clermont_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|152.0|0|4.0|0|0.0|0
0|2020-05-18|152.0|0|5.0|0|0.0|0
0|2020-05-19|156.0|0|5.0|0|0.0|0
0|2020-05-20|160.0|0|5.0|0|0.0|0
0|2020-05-21|167.0|0|5.0|0|0.0|0
0|2020-05-22|170.0|0|5.0|0|0.0|0
0|2020-05-23|170.0|0|5.0|0|0.0|0
