|dates|Boone_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Boone_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Boone_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Boone_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Boone_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Boone_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|387.0|0|11.0|0|0.0|0
0|2020-05-25|387.0|0|11.0|0|0.0|0
0|2020-05-26|387.0|0|11.0|0|0.0|0
