|dates|Lauderdale_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Lauderdale_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Lauderdale_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Lauderdale_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Lauderdale_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Lauderdale_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|699.0|0|57.0|0|0.0|0
0|2020-05-28|699.0|0|57.0|0|0.0|0
0|2020-05-29|699.0|0|57.0|0|0.0|0
0|2020-05-30|699.0|0|57.0|0|0.0|0
