|dates|Huron_Ohio_UnitedStates.JHU_ConfirmedCases.data|Huron_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Huron_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Huron_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Huron_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Huron_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|40.0|0|1.0|0|0.0|0
0|2020-05-15|39.0|0|1.0|0|0.0|0
0|2020-05-16|39.0|0|1.0|0|0.0|0
