|dates|Charleston_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Charleston_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Charleston_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Charleston_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Charleston_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Charleston_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|491.0|0|10.0|0|0.0|0
0|2020-05-15|501.0|0|10.0|0|0.0|0
0|2020-05-16|501.0|0|10.0|0|0.0|0
