|dates|Fairfield_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Fairfield_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Fairfield_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Fairfield_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Fairfield_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Fairfield_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|163.0|0|13.0|0|0.0|0
0|2020-05-28|163.0|0|13.0|0|0.0|0
0|2020-05-29|163.0|0|13.0|0|0.0|0
0|2020-05-30|163.0|0|13.0|0|0.0|0
