|dates|Scotland_Missouri_UnitedStates.JHU_ConfirmedCases.data|Scotland_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Scotland_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Scotland_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Scotland_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Scotland_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|4.0|0|0.0|0|0.0|0
0|2020-05-25|4.0|0|0.0|0|0.0|0
0|2020-05-26|4.0|0|0.0|0|0.0|0
