|dates|Marlboro_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Marlboro_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Marlboro_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Marlboro_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Marlboro_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Marlboro_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|73.0|0|0.0|0|0.0|0
0|2020-05-18|75.0|0|0.0|0|0.0|0
0|2020-05-19|76.0|0|0.0|0|0.0|0
0|2020-05-20|80.0|0|0.0|0|0.0|0
0|2020-05-21|88.0|0|0.0|0|0.0|0
0|2020-05-22|91.0|0|0.0|0|0.0|0
0|2020-05-23|91.0|0|0.0|0|0.0|0
