|dates|Greene_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Greene_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Greene_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Greene_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Greene_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Greene_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|46.0|0|2.0|0|0.0|0
0|2020-05-18|46.0|0|2.0|0|0.0|0
0|2020-05-19|46.0|0|2.0|0|0.0|0
0|2020-05-20|46.0|0|2.0|0|0.0|0
0|2020-05-21|46.0|0|2.0|0|0.0|0
0|2020-05-22|47.0|0|2.0|0|0.0|0
0|2020-05-23|47.0|0|2.0|0|0.0|0
