|dates|Northampton_Virginia_UnitedStates.JHU_ConfirmedCases.data|Northampton_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Northampton_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Northampton_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Northampton_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Northampton_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|225.0|0|18.0|0|0.0|0
0|2020-05-28|225.0|0|18.0|0|0.0|0
0|2020-05-29|225.0|0|18.0|0|0.0|0
0|2020-05-30|225.0|0|18.0|0|0.0|0
