|dates|Union_Oregon_UnitedStates.JHU_ConfirmedCases.data|Union_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Union_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Union_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Union_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Union_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4.0|0|0.0|0|0.0|0
0|2020-05-15|5.0|0|0.0|0|0.0|0
0|2020-05-16|5.0|0|0.0|0|0.0|0
