|dates|Macon_Alabama_UnitedStates.JHU_ConfirmedCases.data|Macon_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Macon_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Macon_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Macon_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Macon_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|60.0|0|2.0|0|0.0|0
0|2020-05-25|62.0|0|2.0|0|0.0|0
0|2020-05-26|62.0|0|2.0|0|0.0|0
