|dates|Escambia_Florida_UnitedStates.JHU_ConfirmedCases.data|Escambia_Florida_UnitedStates.JHU_ConfirmedCases.missing|Escambia_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Escambia_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Escambia_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Escambia_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|776.0|0|29.0|0|0.0|0
0|2020-05-28|776.0|0|29.0|0|0.0|0
0|2020-05-29|776.0|0|29.0|0|0.0|0
0|2020-05-30|776.0|0|29.0|0|0.0|0
