|dates|Muscatine_Iowa_UnitedStates.JHU_ConfirmedCases.data|Muscatine_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Muscatine_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Muscatine_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Muscatine_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Muscatine_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|547.0|0|41.0|0|0.0|0
0|2020-05-28|547.0|0|41.0|0|0.0|0
0|2020-05-29|547.0|0|41.0|0|0.0|0
0|2020-05-30|547.0|0|41.0|0|0.0|0
