|dates|Franklin_Ohio_UnitedStates.JHU_ConfirmedCases.data|Franklin_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|4493.0|0|170.0|0|0.0|0
0|2020-05-18|4574.0|0|177.0|0|0.0|0
0|2020-05-19|4706.0|0|193.0|0|0.0|0
0|2020-05-20|4793.0|0|200.0|0|0.0|0
0|2020-05-21|4885.0|0|205.0|0|0.0|0
0|2020-05-22|4996.0|0|215.0|0|0.0|0
0|2020-05-23|4996.0|0|215.0|0|0.0|0
